,ID,Gender,Ever_Married,Graduated,Profession,Spending_Score,Family_Size,Var_1,Segmentation,Age,Work_Experience
3318,459943,Male,No,Yes,Entertainment,Low,3.0,Cat_6,B,42.0,2.0
3319,465480,Male,Yes,No,Doctor,High,2.0,Cat_6,A,39.0,1.0
3320,466029,Female,No,No,Executive,Low,1.0,Cat_2,A,28.0,0.0
3321,466806,Male,Yes,Yes,Healthcare,Low,1.0,Cat_6,D,40.0,0.0
3322,466214,Female,Yes,Yes,Lawyer,Low,2.0,Cat_6,C,88.0,0.0
3323,462782,Male,Yes,Yes,Executive,High,2.0,Cat_4,C,57.0,7.0
3324,461479,Female,Yes,Yes,Artist,Average,3.0,Cat_6,C,51.0,1.0
3326,460494,Female,No,No,Marketing,Low,4.0,Cat_3,D,28.0,1.0
3327,460565,Female,Yes,No,Homemaker,Average,4.0,Cat_3,C,42.0,8.0
3328,465247,Male,No,No,Healthcare,Low,7.0,Cat_6,D,18.0,6.0
3329,465993,Female,No,No,Engineer,Low,2.0,Cat_6,D,27.0,0.0
3330,459463,Female,Yes,Yes,Artist,Average,3.0,Cat_6,C,62.0,0.0
3331,460170,Male,Yes,No,Artist,Low,1.0,Cat_6,C,68.0,0.0
3332,463200,Male,Yes,Yes,Entertainment,Average,2.0,Cat_4,A,42.0,0.0
3333,458986,Male,No,No,Healthcare,Low,4.0,Cat_6,D,18.0,7.0
3334,467390,Male,Yes,Yes,Artist,Low,2.0,Cat_6,C,46.0,0.0
3335,459349,Female,Yes,Yes,Artist,High,4.0,Cat_6,C,48.0,0.0
3336,467144,Male,Yes,Yes,Entertainment,Low,2.0,Cat_6,A,35.0,1.0
3337,460750,Male,Yes,Yes,Entertainment,Average,2.0,Cat_6,C,56.0,0.0
3339,462644,Male,Yes,No,Engineer,Average,3.0,Cat_4,D,25.0,5.0
3340,463386,Female,Yes,Yes,Doctor,Low,1.0,Cat_3,B,43.0,6.0
3341,463770,Male,No,No,Healthcare,Low,4.0,Cat_6,D,25.0,1.0
3342,459434,Female,Yes,No,Lawyer,Low,1.0,Cat_6,C,78.0,1.0
3343,467417,Female,Yes,Yes,Artist,Average,6.0,Cat_6,C,53.0,4.0
3344,461048,Male,Yes,Yes,Doctor,Average,2.0,Cat_2,D,33.0,10.0
3345,461428,Male,No,Yes,Artist,Low,1.0,Cat_6,C,49.0,1.0
3346,461213,Female,No,Yes,Healthcare,Low,4.0,Cat_6,A,31.0,1.0
3348,461565,Male,Yes,Yes,Entertainment,Average,2.0,Cat_2,C,51.0,4.0
3349,462213,Male,No,No,Doctor,Low,2.0,Cat_4,D,19.0,1.0
3350,467716,Male,Yes,Yes,Artist,Average,3.0,Cat_6,B,41.0,4.0
3351,460285,Female,No,Yes,Doctor,Low,2.0,Cat_6,B,57.0,0.0
3352,461455,Female,Yes,Yes,Artist,Average,2.0,Cat_6,B,35.0,0.0
3353,467920,Female,No,No,Engineer,Low,1.0,Cat_6,A,40.0,8.0
3354,467244,Male,No,Yes,Healthcare,Low,5.0,Cat_6,D,26.0,0.0
3355,463107,Male,Yes,Yes,Lawyer,Low,2.0,Cat_6,A,86.0,2.0
3356,463460,Male,Yes,Yes,Artist,Average,2.0,Cat_6,B,52.0,2.0
3357,462976,Female,Yes,Yes,Engineer,Average,2.0,Cat_6,C,50.0,0.0
3358,467669,Male,Yes,No,Lawyer,High,2.0,Cat_6,A,82.0,0.0
3359,461589,Male,Yes,Yes,Artist,Average,2.0,Cat_6,B,41.0,1.0
3360,463269,Male,Yes,Yes,Entertainment,Average,2.0,Cat_3,A,36.0,2.0
3361,464815,Male,Yes,No,Doctor,High,9.0,Cat_4,B,22.0,2.0
3363,463587,Female,No,No,Engineer,Low,4.0,Cat_6,D,27.0,1.0
3364,467200,Female,No,Yes,Lawyer,Low,2.0,Cat_6,C,75.0,0.0
3365,462436,Male,No,Yes,Healthcare,Low,3.0,Cat_6,D,32.0,0.0
3366,463207,Female,Yes,Yes,Artist,Average,2.0,Cat_6,C,51.0,1.0
3367,463853,Female,Yes,Yes,Artist,Average,4.0,Cat_3,B,58.0,0.0
3368,459443,Female,Yes,Yes,Artist,Average,2.0,Cat_6,B,50.0,8.0
3369,466489,Male,Yes,Yes,Homemaker,Average,4.0,Cat_6,C,55.0,1.0
3370,464388,Female,No,No,Engineer,Low,1.0,Cat_4,D,30.0,11.0
3371,467662,Male,No,Yes,Artist,Low,1.0,Cat_4,D,29.0,0.0
3372,466832,Female,Yes,Yes,Artist,Average,2.0,Cat_4,C,69.0,0.0
3373,464496,Female,Yes,No,Marketing,High,5.0,Cat_3,A,41.0,1.0
3374,465271,Male,Yes,No,Executive,High,5.0,Cat_6,B,47.0,0.0
3375,467621,Male,Yes,Yes,Lawyer,Low,1.0,Cat_6,A,76.0,1.0
3376,467526,Male,No,No,Healthcare,Low,3.0,Cat_6,D,21.0,1.0
3377,464050,Female,No,Yes,Artist,Low,1.0,Cat_6,A,30.0,0.0
3378,460510,Male,Yes,Yes,Entertainment,Average,2.0,Cat_3,C,35.0,2.0
3379,462339,Male,No,Yes,Artist,Low,5.0,Cat_6,A,33.0,3.0
3380,467670,Male,No,No,Engineer,Low,3.0,Cat_6,A,25.0,5.0
3381,464844,Female,No,Yes,Healthcare,Low,4.0,Cat_4,D,31.0,1.0
3382,464681,Female,Yes,No,Engineer,Average,5.0,Cat_4,D,25.0,4.0
3383,467640,Female,Yes,Yes,Artist,Low,3.0,Cat_6,D,38.0,6.0
3384,459381,Male,Yes,Yes,Artist,Low,2.0,Cat_6,B,56.0,0.0
3385,461095,Female,No,No,Healthcare,Low,3.0,Cat_3,D,21.0,1.0
3386,464963,Female,Yes,Yes,Entertainment,Low,2.0,Cat_4,B,47.0,1.0
3387,461422,Male,Yes,Yes,Executive,Average,6.0,Cat_6,B,52.0,1.0
3388,460853,Female,Yes,Yes,Artist,High,3.0,Cat_6,C,63.0,1.0
3389,461505,Female,Yes,No,Artist,High,3.0,Cat_6,B,39.0,0.0
3391,466398,Male,No,No,Healthcare,Low,4.0,Cat_3,D,21.0,1.0
3392,465587,Male,Yes,Yes,Entertainment,Low,5.0,Cat_3,B,42.0,8.0
3393,467109,Male,No,No,Doctor,Low,5.0,Cat_3,D,38.0,0.0
3394,460350,Female,No,Yes,Healthcare,Low,1.0,Cat_4,D,43.0,2.0
3395,466863,Female,No,No,Homemaker,Low,1.0,Cat_6,D,28.0,10.0
3396,459767,Male,No,No,Healthcare,Low,4.0,Cat_6,D,21.0,4.0
3397,465640,Male,Yes,Yes,Artist,Average,2.0,Cat_6,C,50.0,7.0
3398,462903,Male,Yes,Yes,Entertainment,Average,2.0,Cat_6,B,72.0,3.0
3399,463631,Male,No,No,Healthcare,Low,5.0,Cat_3,D,25.0,0.0
3400,467797,Male,Yes,Yes,Artist,High,2.0,Cat_6,C,58.0,1.0
3401,467818,Female,Yes,Yes,Artist,High,3.0,Cat_6,C,37.0,5.0
3402,459120,Male,No,No,Healthcare,Low,5.0,Cat_2,D,23.0,5.0
3404,463326,Female,No,No,Healthcare,Low,3.0,Cat_2,D,23.0,0.0
3405,466493,Male,Yes,No,Lawyer,High,2.0,Cat_6,A,77.0,0.0
3406,466847,Female,No,No,Doctor,Low,2.0,Cat_6,A,33.0,2.0
3407,464396,Male,Yes,Yes,Entertainment,Average,3.0,Cat_6,B,35.0,1.0
3408,463946,Male,No,No,Healthcare,Low,3.0,Cat_4,D,25.0,4.0
3409,466687,Male,No,No,Healthcare,Low,3.0,Cat_6,D,22.0,0.0
3410,467908,Female,Yes,Yes,Engineer,High,4.0,Cat_6,B,42.0,0.0
3411,461062,Female,No,No,Executive,Low,3.0,Cat_6,D,25.0,1.0
3412,466526,Male,No,No,Healthcare,Low,5.0,Cat_2,B,33.0,1.0
3413,464423,Male,Yes,Yes,Entertainment,Average,5.0,Cat_6,C,51.0,0.0
3414,465284,Female,No,No,Marketing,Low,4.0,Cat_6,D,31.0,8.0
3415,463530,Female,No,No,Entertainment,Low,5.0,Cat_6,D,32.0,12.0
3416,462415,Male,No,No,Doctor,Low,1.0,Cat_6,A,32.0,0.0
3417,460066,Female,No,No,Marketing,Low,1.0,Cat_6,D,45.0,0.0
3418,464242,Male,No,Yes,Engineer,Low,3.0,Cat_6,D,37.0,1.0
3419,465259,Female,No,No,Healthcare,Low,4.0,Cat_1,D,23.0,1.0
3420,460083,Female,No,Yes,Artist,Low,1.0,Cat_6,B,52.0,9.0
3421,461669,Female,Yes,No,Engineer,Average,2.0,Cat_6,A,42.0,0.0
3422,461060,Male,Yes,Yes,Executive,High,5.0,Cat_6,C,59.0,1.0
3423,459198,Female,Yes,Yes,Artist,Average,3.0,Cat_6,C,66.0,0.0
3425,465362,Female,Yes,Yes,Engineer,Average,4.0,Cat_6,B,52.0,0.0
3426,464678,Male,Yes,Yes,Executive,High,5.0,Cat_4,C,47.0,1.0
3427,464514,Male,Yes,Yes,Artist,Average,3.0,Cat_7,A,42.0,0.0
3428,463848,Male,Yes,Yes,Artist,Average,4.0,Cat_1,C,48.0,1.0
3429,462495,Male,Yes,No,Lawyer,High,2.0,Cat_6,A,84.0,0.0
3430,462144,Female,No,Yes,Artist,Low,1.0,Cat_6,A,39.0,3.0
3431,461000,Male,Yes,No,Marketing,High,2.0,Cat_3,A,61.0,1.0
3432,459319,Female,Yes,No,Artist,High,2.0,Cat_6,C,46.0,1.0
3433,467581,Female,Yes,Yes,Engineer,Average,2.0,Cat_6,D,33.0,2.0
3434,463669,Female,Yes,Yes,Marketing,High,4.0,Cat_2,A,31.0,7.0
3435,460604,Female,Yes,No,Entertainment,High,2.0,Cat_4,A,41.0,9.0
3437,466645,Male,Yes,Yes,Lawyer,Low,2.0,Cat_6,C,66.0,5.0
3438,459715,Male,No,No,Healthcare,Low,4.0,Cat_6,D,20.0,2.0
3439,463828,Male,Yes,No,Engineer,Average,2.0,Cat_1,C,43.0,0.0
3440,467438,Male,No,No,Entertainment,Low,3.0,Cat_6,A,28.0,6.0
3441,463031,Female,Yes,Yes,Artist,Average,4.0,Cat_6,B,38.0,1.0
3442,465219,Male,Yes,Yes,Healthcare,Low,2.0,Cat_4,C,42.0,5.0
3443,467497,Male,Yes,Yes,Artist,Low,3.0,Cat_6,D,51.0,1.0
3444,462112,Male,Yes,Yes,Lawyer,Low,1.0,Cat_6,D,78.0,1.0
3445,461773,Male,Yes,Yes,Entertainment,High,3.0,Cat_6,B,69.0,1.0
3446,465178,Female,Yes,Yes,Lawyer,High,2.0,Cat_6,B,89.0,0.0
3447,465599,Female,Yes,Yes,Healthcare,Average,6.0,Cat_1,C,47.0,0.0
3448,459079,Male,Yes,Yes,Lawyer,High,2.0,Cat_6,A,84.0,0.0
3449,460261,Female,Yes,Yes,Lawyer,High,4.0,Cat_1,C,58.0,1.0
3452,465139,Male,Yes,No,Executive,Average,2.0,Cat_6,D,40.0,9.0
3453,465786,Female,No,No,Doctor,Low,3.0,Cat_4,D,19.0,0.0
3454,465847,Female,No,Yes,Lawyer,Low,1.0,Cat_6,A,40.0,1.0
3455,459977,Female,No,Yes,Artist,Low,1.0,Cat_6,D,41.0,4.0
3456,461242,Male,Yes,Yes,Healthcare,Low,2.0,Cat_6,D,52.0,1.0
3457,464995,Male,Yes,No,Executive,High,4.0,Cat_4,D,45.0,3.0
3458,461508,Male,No,Yes,Artist,Low,1.0,Cat_6,A,33.0,8.0
3459,459174,Male,No,Yes,Artist,Low,2.0,Cat_4,B,43.0,1.0
3460,465852,Male,Yes,Yes,Doctor,Low,2.0,Cat_4,B,39.0,1.0
3461,466892,Male,Yes,Yes,Artist,Average,3.0,Cat_6,C,51.0,1.0
3462,463693,Male,Yes,Yes,Artist,High,3.0,Cat_6,C,35.0,9.0
3463,464190,Male,No,Yes,Executive,Low,1.0,Cat_6,D,37.0,3.0
3464,459391,Female,No,Yes,Engineer,Low,4.0,Cat_6,D,40.0,1.0
3465,462390,Female,No,No,Healthcare,Low,4.0,Cat_3,B,28.0,0.0
3467,461343,Male,Yes,Yes,Artist,Average,2.0,Cat_6,B,27.0,6.0
3468,459661,Male,Yes,Yes,Executive,High,3.0,Cat_6,C,62.0,0.0
3469,459854,Female,Yes,Yes,Artist,High,2.0,Cat_6,C,57.0,0.0
3470,458995,Male,Yes,No,Executive,High,4.0,Cat_6,B,62.0,0.0
3471,459751,Male,No,No,Marketing,Low,6.0,Cat_6,B,28.0,0.0
3472,466951,Female,Yes,Yes,Artist,High,3.0,Cat_6,C,52.0,0.0
3473,459971,Female,No,Yes,Healthcare,Low,1.0,Cat_6,A,40.0,8.0
3474,465370,Female,No,Yes,Artist,Low,1.0,Cat_6,B,53.0,0.0
3475,462178,Female,Yes,Yes,Lawyer,Low,2.0,Cat_6,A,73.0,7.0
3476,463277,Female,Yes,No,Engineer,Low,2.0,Cat_3,D,26.0,6.0
3477,461836,Male,Yes,Yes,Artist,Average,3.0,Cat_6,C,53.0,6.0
3478,466836,Female,No,Yes,Doctor,Low,1.0,Cat_4,D,42.0,0.0
3480,461443,Female,Yes,Yes,Artist,Average,2.0,Cat_6,C,70.0,1.0
3481,459222,Female,Yes,Yes,Artist,Average,3.0,Cat_6,C,68.0,1.0
3482,459549,Male,No,No,Healthcare,Low,5.0,Cat_4,D,22.0,9.0
3483,462292,Male,Yes,Yes,Artist,Low,1.0,Cat_6,A,65.0,1.0
3484,467505,Male,Yes,Yes,Artist,Low,4.0,Cat_6,D,43.0,0.0
3485,463992,Male,Yes,Yes,Artist,Average,2.0,Cat_6,B,39.0,0.0
3486,459560,Male,Yes,No,Lawyer,High,2.0,Cat_6,B,89.0,1.0
3487,464944,Female,Yes,Yes,Entertainment,Low,2.0,Cat_4,B,37.0,0.0
3488,459333,Male,No,Yes,Healthcare,Low,2.0,Cat_6,D,29.0,1.0
3489,467286,Male,No,Yes,Healthcare,Low,3.0,Cat_4,D,27.0,1.0
3490,459011,Male,Yes,No,Lawyer,Low,1.0,Cat_6,A,88.0,1.0
3491,467076,Female,Yes,Yes,Doctor,Average,2.0,Cat_6,B,48.0,0.0
3492,462577,Female,Yes,No,Marketing,High,2.0,Cat_4,D,70.0,0.0
3494,459900,Male,No,Yes,Artist,Low,1.0,Cat_6,C,52.0,6.0
3495,462990,Female,No,Yes,Healthcare,Low,5.0,Cat_4,D,25.0,3.0
3496,464625,Female,No,Yes,Artist,Low,2.0,Cat_6,B,48.0,0.0
3497,464790,Female,No,Yes,Artist,Low,1.0,Cat_4,C,42.0,8.0
3498,460012,Female,Yes,Yes,Artist,High,3.0,Cat_2,C,50.0,1.0
3499,459968,Male,No,Yes,Artist,Low,1.0,Cat_7,A,39.0,11.0
3502,465522,Female,No,Yes,Healthcare,Low,8.0,Cat_5,B,29.0,2.0
3503,465212,Male,Yes,Yes,Executive,High,4.0,Cat_3,B,46.0,3.0
3504,461575,Male,No,No,Doctor,Low,4.0,Cat_6,C,31.0,1.0
3505,460001,Male,Yes,Yes,Artist,Average,2.0,Cat_2,A,41.0,4.0
3506,460778,Male,No,Yes,Artist,Low,8.0,Cat_4,D,27.0,0.0
3507,460700,Male,Yes,Yes,Entertainment,Average,3.0,Cat_6,B,56.0,1.0
3508,460616,Male,Yes,Yes,Homemaker,Average,2.0,Cat_3,C,32.0,2.0
3509,462665,Female,Yes,Yes,Artist,Average,4.0,Cat_7,C,59.0,4.0
3510,461945,Female,Yes,Yes,Artist,Low,1.0,Cat_6,C,87.0,0.0
3511,465798,Female,No,Yes,Healthcare,Low,3.0,Cat_6,C,41.0,0.0
3512,461201,Female,No,Yes,Artist,Low,1.0,Cat_6,C,59.0,5.0
3513,465134,Female,Yes,Yes,Entertainment,Average,5.0,Cat_6,B,55.0,1.0
3514,462893,Female,Yes,No,Artist,Average,3.0,Cat_4,C,52.0,1.0
3515,459208,Female,Yes,Yes,Artist,High,2.0,Cat_3,C,61.0,1.0
3516,461896,Male,Yes,Yes,Artist,Low,1.0,Cat_6,B,46.0,1.0
3517,459868,Female,Yes,Yes,Engineer,Average,2.0,Cat_6,C,46.0,1.0
3518,464568,Male,Yes,Yes,Artist,Average,2.0,Cat_6,B,36.0,8.0
3519,462492,Male,Yes,No,Artist,Average,4.0,Cat_2,B,36.0,1.0
3520,467559,Male,Yes,Yes,Executive,Average,4.0,Cat_6,C,58.0,0.0
3521,464277,Male,No,Yes,Artist,Low,1.0,Cat_6,A,25.0,2.0
3522,462798,Male,Yes,Yes,Artist,High,2.0,Cat_6,C,65.0,7.0
3523,461924,Female,Yes,No,Lawyer,High,3.0,Cat_6,B,89.0,1.0
3525,463630,Male,No,Yes,Entertainment,Low,2.0,Cat_6,A,39.0,1.0
3526,462173,Male,Yes,Yes,Executive,Low,3.0,Cat_6,A,89.0,3.0
3527,463569,Female,Yes,No,Marketing,Average,4.0,Cat_1,D,59.0,1.0
3528,460044,Female,Yes,Yes,Artist,Low,2.0,Cat_1,B,47.0,0.0
3529,461026,Female,Yes,Yes,Artist,Average,2.0,Cat_6,B,41.0,7.0
3530,461468,Male,Yes,Yes,Entertainment,Average,3.0,Cat_6,C,66.0,0.0
3531,467224,Female,No,No,Entertainment,Low,4.0,Cat_6,D,19.0,0.0
3532,462879,Male,Yes,Yes,Lawyer,High,2.0,Cat_6,A,74.0,1.0
3534,459591,Male,Yes,Yes,Artist,Average,3.0,Cat_6,C,50.0,1.0
3535,459133,Male,No,No,Entertainment,Low,3.0,Cat_4,D,23.0,1.0
3536,465465,Female,Yes,Yes,Artist,Low,2.0,Cat_6,B,28.0,8.0
3537,460231,Male,Yes,Yes,Executive,High,3.0,Cat_6,C,59.0,11.0
3538,461111,Female,Yes,Yes,Doctor,Low,1.0,Cat_6,A,42.0,8.0
3539,459203,Male,Yes,Yes,Engineer,Low,2.0,Cat_6,B,35.0,0.0
3540,463540,Male,Yes,Yes,Artist,Average,3.0,Cat_6,C,56.0,8.0
3541,461971,Male,Yes,Yes,Entertainment,Average,4.0,Cat_3,B,50.0,1.0
3542,467183,Male,Yes,Yes,Entertainment,Average,4.0,Cat_6,B,39.0,4.0
3543,466548,Female,Yes,Yes,Artist,Average,2.0,Cat_6,B,45.0,1.0
3544,460747,Male,Yes,Yes,Artist,Average,4.0,Cat_3,C,52.0,1.0
3545,459721,Male,Yes,Yes,Lawyer,Low,2.0,Cat_6,A,76.0,0.0
3546,463204,Male,No,No,Entertainment,Low,1.0,Cat_6,A,36.0,1.0
3547,467618,Male,No,No,Doctor,Low,2.0,Cat_6,D,26.0,6.0
3548,467903,Male,Yes,Yes,Entertainment,Low,2.0,Cat_6,A,39.0,9.0
3549,466249,Female,No,No,Healthcare,Low,4.0,Cat_4,D,18.0,8.0
3550,464467,Female,No,Yes,Healthcare,Low,2.0,Cat_4,A,43.0,1.0
3551,461138,Male,Yes,Yes,Entertainment,High,2.0,Cat_7,B,63.0,1.0
3552,463392,Female,Yes,Yes,Artist,Low,2.0,Cat_4,B,36.0,5.0
3554,463017,Female,Yes,No,Lawyer,High,2.0,Cat_6,A,81.0,0.0
3555,463908,Female,Yes,Yes,Artist,Low,2.0,Cat_6,C,37.0,9.0
3556,464154,Female,Yes,Yes,Artist,Average,4.0,Cat_6,C,47.0,1.0
3557,461272,Male,Yes,Yes,Artist,Low,1.0,Cat_3,B,67.0,0.0
3558,461765,Female,No,Yes,Artist,Low,1.0,Cat_6,A,36.0,1.0
3559,467099,Female,No,No,Entertainment,Low,3.0,Cat_6,A,30.0,0.0
3560,464151,Male,No,Yes,Doctor,Low,1.0,Cat_2,D,40.0,12.0
3561,461304,Male,No,No,Marketing,Low,4.0,Cat_6,C,19.0,2.0
3562,459569,Male,No,Yes,Healthcare,Low,1.0,Cat_6,D,32.0,4.0
3563,461457,Female,Yes,No,Doctor,Low,5.0,Cat_6,A,32.0,1.0
3564,467851,Male,No,No,Marketing,Low,5.0,Cat_6,D,33.0,2.0
3565,463510,Female,No,Yes,Healthcare,Low,7.0,Cat_2,A,27.0,1.0
3566,465519,Female,Yes,No,Lawyer,High,2.0,Cat_6,A,73.0,1.0
3567,461092,Female,Yes,Yes,Homemaker,High,2.0,Cat_3,A,29.0,0.0
3568,461180,Male,No,No,Entertainment,Low,3.0,Cat_3,D,28.0,0.0
3570,463028,Male,No,No,Doctor,Low,4.0,Cat_6,D,33.0,1.0
3571,461276,Male,Yes,Yes,Marketing,Low,2.0,Cat_7,D,67.0,1.0
3572,460940,Male,Yes,Yes,Artist,Low,1.0,Cat_6,A,73.0,0.0
3573,462955,Male,Yes,Yes,Artist,Low,2.0,Cat_3,B,42.0,1.0
3574,467725,Male,No,Yes,Healthcare,Low,2.0,Cat_6,D,32.0,9.0
3575,465217,Male,Yes,Yes,Executive,High,5.0,Cat_3,A,53.0,1.0
3576,463657,Male,Yes,Yes,Executive,High,2.0,Cat_6,B,42.0,0.0
3577,465851,Female,Yes,No,Artist,High,2.0,Cat_4,A,50.0,9.0
3578,466561,Female,No,No,Healthcare,Low,3.0,Cat_6,D,19.0,3.0
3579,459577,Male,Yes,Yes,Lawyer,Low,1.0,Cat_6,D,82.0,0.0
3580,466818,Male,Yes,No,Executive,High,2.0,Cat_6,B,82.0,0.0
3581,464543,Female,No,Yes,Artist,Low,1.0,Cat_6,A,38.0,7.0
3582,462640,Male,Yes,No,Executive,Low,2.0,Cat_4,D,27.0,4.0
3583,467649,Male,Yes,Yes,Doctor,Average,5.0,Cat_6,B,38.0,0.0
3584,466016,Female,No,Yes,Homemaker,Low,1.0,Cat_3,B,48.0,1.0
3585,462547,Male,No,No,Healthcare,Low,4.0,Cat_6,D,22.0,9.0
3586,462963,Male,Yes,Yes,Artist,Average,2.0,Cat_3,C,30.0,0.0
3587,466305,Male,No,No,Healthcare,Low,3.0,Cat_2,B,31.0,1.0
3588,462631,Female,Yes,No,Engineer,High,4.0,Cat_4,D,35.0,2.0
3589,460706,Female,No,No,Engineer,Low,6.0,Cat_4,D,27.0,6.0
3590,460282,Male,Yes,No,Executive,Low,3.0,Cat_6,D,40.0,0.0
3591,459041,Male,Yes,Yes,Artist,Low,1.0,Cat_6,D,62.0,8.0
3592,460114,Male,Yes,Yes,Healthcare,Low,2.0,Cat_6,C,30.0,8.0
3593,460147,Male,Yes,Yes,Entertainment,Average,3.0,Cat_6,C,67.0,1.0
3594,462123,Male,No,Yes,Artist,Low,2.0,Cat_6,C,38.0,0.0
3595,465768,Female,No,Yes,Artist,Low,4.0,Cat_4,A,37.0,7.0
3596,463236,Female,No,Yes,Healthcare,Low,2.0,Cat_6,D,26.0,5.0
3597,462487,Male,Yes,Yes,Entertainment,Average,4.0,Cat_6,C,61.0,2.0
3598,463954,Male,Yes,No,Entertainment,Average,3.0,Cat_4,D,22.0,1.0
3599,466609,Female,Yes,Yes,Artist,Average,5.0,Cat_6,C,47.0,0.0
3600,461741,Male,Yes,Yes,Lawyer,High,2.0,Cat_6,B,67.0,1.0
3601,464416,Male,Yes,Yes,Artist,Low,6.0,Cat_6,A,38.0,1.0
3602,467513,Female,Yes,No,Engineer,Average,4.0,Cat_4,D,36.0,3.0
3603,465428,Female,No,Yes,Engineer,Low,1.0,Cat_4,A,36.0,0.0
3604,464632,Male,No,No,Entertainment,Low,8.0,Cat_4,D,29.0,0.0
3606,462554,Male,No,No,Healthcare,Low,8.0,Cat_4,C,28.0,1.0
3607,460075,Female,No,Yes,Artist,Low,1.0,Cat_6,B,25.0,5.0
3609,464889,Male,Yes,No,Executive,Low,7.0,Cat_4,D,41.0,1.0
3610,465490,Female,Yes,Yes,Artist,Average,5.0,Cat_4,C,35.0,0.0
3611,465909,Male,Yes,Yes,Entertainment,Low,1.0,Cat_6,A,39.0,9.0
3612,465117,Female,Yes,Yes,Artist,High,2.0,Cat_6,C,73.0,1.0
3613,459085,Male,No,No,Marketing,Low,3.0,Cat_6,A,22.0,4.0
3614,464709,Male,Yes,No,Executive,High,5.0,Cat_4,D,40.0,8.0
3615,460572,Female,No,Yes,Engineer,Low,4.0,Cat_3,C,30.0,0.0
3616,464612,Male,No,Yes,Doctor,Low,2.0,Cat_6,A,32.0,1.0
3617,465424,Male,No,Yes,Entertainment,Low,3.0,Cat_6,A,38.0,1.0
3618,463093,Female,Yes,No,Healthcare,Low,4.0,Cat_2,C,31.0,5.0
3620,463248,Female,Yes,No,Homemaker,Average,4.0,Cat_2,D,26.0,8.0
3621,464155,Male,No,No,Doctor,Low,3.0,Cat_4,B,41.0,0.0
3622,467424,Male,Yes,Yes,Entertainment,Average,2.0,Cat_6,D,56.0,2.0
3623,465220,Male,Yes,No,Executive,High,2.0,Cat_1,B,61.0,0.0
3624,463004,Male,Yes,Yes,Artist,Average,2.0,Cat_6,C,48.0,0.0
3625,463315,Male,Yes,Yes,Executive,High,4.0,Cat_3,B,40.0,0.0
3626,466498,Male,Yes,Yes,Lawyer,High,3.0,Cat_6,D,83.0,6.0
3627,463234,Female,No,No,Engineer,Low,4.0,Cat_6,D,22.0,1.0
3628,462453,Male,No,No,Healthcare,Low,5.0,Cat_6,D,22.0,9.0
3630,467111,Male,Yes,Yes,Artist,Low,1.0,Cat_6,B,72.0,0.0
3631,466355,Male,No,Yes,Healthcare,Low,2.0,Cat_6,C,27.0,0.0
3632,463230,Female,Yes,Yes,Engineer,High,3.0,Cat_6,A,35.0,5.0
3633,463127,Male,Yes,No,Executive,High,2.0,Cat_6,D,84.0,0.0
3634,465018,Male,No,Yes,Entertainment,Low,3.0,Cat_6,A,42.0,0.0
3635,464940,Female,Yes,No,Engineer,Low,2.0,Cat_4,A,30.0,1.0
3636,465294,Male,Yes,No,Lawyer,Low,2.0,Cat_6,D,73.0,0.0
3637,461525,Male,Yes,Yes,Entertainment,Low,2.0,Cat_6,D,68.0,1.0
3638,460058,Male,Yes,Yes,Artist,Low,1.0,Cat_4,B,46.0,0.0
3639,464692,Female,No,No,Marketing,Low,1.0,Cat_3,D,48.0,1.0
3640,466342,Female,Yes,Yes,Artist,Average,5.0,Cat_6,C,49.0,0.0
3641,459214,Female,No,Yes,Engineer,Low,3.0,Cat_6,C,26.0,0.0
3642,464243,Female,No,Yes,Artist,Low,2.0,Cat_6,C,49.0,1.0
3643,467273,Female,Yes,Yes,Lawyer,High,2.0,Cat_6,B,81.0,7.0
3644,459652,Female,No,No,Engineer,Low,4.0,Cat_4,A,26.0,3.0
3645,466187,Female,Yes,Yes,Artist,Average,2.0,Cat_3,C,56.0,4.0
3646,466421,Male,Yes,No,Doctor,Average,3.0,Cat_3,D,26.0,4.0
3647,461541,Male,No,Yes,Executive,Low,3.0,Cat_6,D,36.0,9.0
3648,462709,Female,No,No,Doctor,Low,3.0,Cat_6,C,32.0,0.0
3649,466233,Female,Yes,Yes,Homemaker,Low,1.0,Cat_6,C,56.0,5.0
3650,461881,Male,No,Yes,Artist,Low,1.0,Cat_6,A,40.0,1.0
3651,466371,Male,No,No,Healthcare,Low,4.0,Cat_2,D,19.0,1.0
3652,467717,Female,Yes,No,Engineer,High,5.0,Cat_4,B,66.0,0.0
3653,464917,Female,Yes,No,Lawyer,Low,1.0,Cat_4,D,76.0,1.0
3654,466031,Female,No,No,Entertainment,Low,1.0,Cat_6,A,30.0,6.0
3655,467039,Male,Yes,No,Homemaker,Average,2.0,Cat_6,A,26.0,9.0
3656,464334,Female,No,Yes,Healthcare,Low,3.0,Cat_6,D,33.0,1.0
3657,459185,Female,No,Yes,Entertainment,Low,1.0,Cat_6,D,25.0,5.0
3658,460580,Female,Yes,No,Engineer,Low,2.0,Cat_3,D,27.0,9.0
3659,464808,Male,Yes,No,Entertainment,Low,4.0,Cat_4,A,42.0,1.0
3660,465583,Male,No,Yes,Artist,Low,2.0,Cat_6,A,35.0,2.0
3661,462042,Female,No,No,Healthcare,Low,3.0,Cat_6,D,29.0,0.0
