ID,Gender,Ever_Married,Graduated,Profession,Spending_Score,Family_Size,Var_1,Segmentation,Age,Work_Experience
462674,Female,Yes,Yes,Other,Average,4.0,Cat_3,B,51.0,12.0
465275,Male,No,Yes,Healthcare,Low,5.0,Cat_6,D,27.0,1.0
465684,Female,No,Yes,Entertainment,Low,1.0,Cat_3,A,47.0,0.0
465492,Male,Yes,No,Entertainment,Low,1.0,Cat_2,A,61.0,1.0
464510,Female,Yes,No,Lawyer,High,2.0,Cat_6,D,75.0,0.0
463588,Male,No,No,Healthcare,Low,1.0,Cat_6,D,19.0,1.0
466341,Male,Yes,Yes,Artist,Average,2.0,Cat_5,C,48.0,0.0
459397,Male,Yes,Yes,Artist,Average,2.0,Cat_6,B,59.0,3.0
460888,Male,Yes,No,Other,Low,1.0,Cat_6,A,42.0,8.0
460272,Female,No,Yes,Lawyer,Low,1.0,Cat_6,A,86.0,1.0
460612,Male,No,Yes,Entertainment,Low,4.0,Cat_3,C,33.0,9.0
462530,Female,Yes,Yes,Artist,High,2.0,Cat_6,A,37.0,3.0
462227,Male,Yes,No,Executive,High,5.0,Cat_7,B,49.0,3.0
459684,Male,Yes,Yes,Entertainment,Average,3.0,Cat_6,B,52.0,2.0
459568,Male,No,Yes,Artist,Low,3.0,Cat_6,C,41.0,2.0
467892,Male,No,No,Doctor,Low,5.0,Cat_6,D,23.0,1.0
461012,Male,No,No,Doctor,Low,3.0,Cat_3,D,35.0,1.0
463003,Male,Yes,Yes,Artist,Average,2.0,Cat_6,C,37.0,2.0
467592,Male,Yes,Yes,Entertainment,Low,2.0,Cat_6,A,43.0,7.0
462366,Male,Yes,No,Engineer,Low,2.0,Cat_6,D,50.0,1.0
465908,Female,No,No,Engineer,Low,1.0,Cat_6,A,50.0,1.0
463400,Female,No,No,Healthcare,Low,3.0,Cat_1,D,20.0,8.0
467075,Female,Yes,No,Other,Average,2.0,Cat_6,A,31.0,9.0
462087,Female,No,Yes,Healthcare,Low,3.0,Cat_2,A,31.0,9.0
462522,Male,Yes,No,Executive,Average,5.0,Cat_4,B,41.0,1.0
459615,Male,Yes,No,Lawyer,Low,1.0,Cat_6,A,84.0,1.0
467794,Female,No,No,Healthcare,Low,4.0,Cat_3,D,23.0,0.0
461040,Female,Yes,No,Lawyer,Low,1.0,Cat_3,D,69.0,0.0
466443,Female,Yes,Yes,Artist,Low,2.0,Cat_6,B,68.0,4.0
463975,Female,No,No,Healthcare,Low,4.0,Cat_4,B,30.0,8.0
464063,Female,No,Yes,Doctor,Low,1.0,Cat_6,D,26.0,1.0
461326,Female,No,Yes,Artist,Low,1.0,Cat_6,C,36.0,1.0
467196,Male,No,No,Entertainment,Low,5.0,Cat_6,C,18.0,0.0
461633,Male,No,Yes,Healthcare,Low,4.0,Cat_7,D,30.0,8.0
462045,Female,No,Yes,Artist,Low,1.0,Cat_6,B,46.0,9.0
466289,Male,No,No,Healthcare,Low,5.0,Cat_2,D,19.0,2.0
463562,Male,No,Yes,Entertainment,Low,4.0,Cat_6,C,33.0,0.0
460089,Female,Yes,Yes,Artist,Low,1.0,Cat_6,B,65.0,13.0
459336,Male,Yes,Yes,Artist,Average,2.0,Cat_6,A,26.0,6.0
467350,Female,No,Yes,Other,Low,1.0,Cat_6,D,30.0,6.0
463565,Female,No,Yes,Entertainment,Low,4.0,Cat_6,D,33.0,1.0
463905,Female,Yes,Yes,Engineer,Average,4.0,Cat_7,A,27.0,0.0
467269,Male,Yes,Yes,Artist,Average,2.0,Cat_6,C,65.0,0.0
464934,Male,Yes,No,Lawyer,Low,2.0,Cat_4,D,77.0,1.0
463923,Female,No,No,Engineer,Low,4.0,Cat_6,D,20.0,0.0
465445,Female,No,Yes,Other,Low,7.0,Cat_6,B,27.0,6.0
463661,Female,Yes,Yes,Doctor,Average,4.0,Cat_6,B,51.0,1.0
459370,Male,No,No,Healthcare,Low,4.0,Cat_6,D,18.0,13.0
466019,Female,Yes,Yes,Artist,Low,1.0,Cat_3,C,63.0,5.0
467107,Male,Yes,Yes,Engineer,Average,3.0,Cat_4,B,36.0,1.0
461683,Male,Yes,Yes,Executive,High,4.0,Cat_6,B,43.0,1.0
459053,Male,Yes,Yes,Executive,High,4.0,Cat_6,C,46.0,0.0
466894,Male,No,Yes,Artist,Low,3.0,Cat_6,B,51.0,0.0
460005,Male,No,Yes,Engineer,Low,1.0,Cat_6,A,43.0,0.0
467969,Female,Yes,Yes,Artist,Average,2.0,Cat_6,C,43.0,0.0
463120,Female,No,Yes,Entertainment,Low,1.0,Cat_6,A,37.0,1.0
466106,Female,Yes,No,Artist,Average,5.0,Cat_6,C,63.0,0.0
467644,Male,No,No,Doctor,Low,5.0,Cat_6,D,30.0,3.0
461976,Female,Yes,Yes,Entertainment,Average,2.0,Cat_3,B,37.0,5.0
460885,Male,Yes,No,Artist,Average,3.0,Cat_6,B,53.0,8.0
463692,Female,Yes,Yes,Healthcare,High,7.0,Cat_2,D,26.0,6.0
467674,Male,Yes,Yes,Artist,Average,2.0,Cat_6,C,40.0,0.0
465982,Male,Yes,Yes,Entertainment,Average,4.0,Cat_6,B,41.0,0.0
464349,Male,Yes,Yes,Artist,Low,1.0,Cat_6,C,66.0,2.0
467113,Male,Yes,Yes,Lawyer,Low,1.0,Cat_6,D,80.0,1.0
463881,Female,Yes,No,Engineer,Average,5.0,Cat_2,B,37.0,0.0
462247,Female,Yes,No,Artist,High,4.0,Cat_6,B,42.0,1.0
463886,Female,No,Yes,Artist,Low,2.0,Cat_6,C,38.0,1.0
460304,Female,No,No,Lawyer,Low,1.0,Cat_6,D,53.0,1.0
466458,Male,No,No,Executive,Low,2.0,Cat_6,A,33.0,5.0
462889,Male,Yes,No,Executive,High,4.0,Cat_6,B,33.0,2.0
462449,Male,No,No,Healthcare,Low,3.0,Cat_6,D,19.0,1.0
462101,Male,Yes,Yes,Artist,Average,3.0,Cat_6,A,53.0,4.0
467558,Male,Yes,Yes,Doctor,Average,8.0,Cat_6,C,50.0,0.0
467247,Female,No,No,Engineer,Low,2.0,Cat_6,D,26.0,0.0
461663,Male,No,No,Healthcare,Low,3.0,Cat_6,D,20.0,1.0
459571,Female,Yes,Yes,Executive,High,4.0,Cat_6,C,53.0,0.0
459385,Female,Yes,Yes,Artist,Average,2.0,Cat_7,C,41.0,0.0
466191,Male,Yes,Yes,Executive,High,3.0,Cat_2,C,48.0,0.0
465062,Male,Yes,No,Executive,High,4.0,Cat_6,B,56.0,0.0
467108,Female,No,Yes,Artist,Low,1.0,Cat_6,D,66.0,0.0
466957,Male,Yes,No,Entertainment,Average,4.0,Cat_6,A,35.0,8.0
463298,Male,Yes,No,Entertainment,Low,2.0,Cat_6,A,50.0,0.0
461155,Female,Yes,Yes,Artist,Low,2.0,Cat_3,B,51.0,3.0
466650,Female,No,No,Healthcare,Low,3.0,Cat_4,D,30.0,8.0
464633,Male,No,No,Executive,Low,4.0,Cat_4,D,30.0,1.0
464469,Female,No,Yes,Artist,Low,1.0,Cat_6,B,50.0,9.0
459710,Male,Yes,Yes,Artist,Low,1.0,Cat_6,B,61.0,3.0
465319,Male,No,No,Healthcare,Low,5.0,Cat_6,D,19.0,0.0
462041,Female,No,No,Doctor,Low,2.0,Cat_4,D,22.0,0.0
459539,Female,No,Yes,Healthcare,Low,1.0,Cat_6,D,35.0,9.0
466158,Female,Yes,Yes,Engineer,Low,4.0,Cat_6,B,47.0,0.0
460430,Male,No,No,Doctor,Low,4.0,Cat_6,D,32.0,12.0
461953,Male,Yes,No,Healthcare,High,2.0,Cat_6,D,33.0,11.0
463982,Female,No,Yes,Healthcare,Low,2.0,Cat_4,A,25.0,5.0
467546,Female,No,No,Healthcare,Low,4.0,Cat_6,B,28.0,1.0
464861,Male,No,No,Other,Low,2.0,Cat_4,B,32.0,4.0
459667,Female,Yes,Yes,Healthcare,High,6.0,Cat_5,C,50.0,1.0
467447,Female,Yes,Yes,Engineer,Average,3.0,Cat_6,B,37.0,3.0
461373,Male,No,Yes,Artist,Low,1.0,Cat_6,B,53.0,1.0
464587,Female,Yes,Yes,Artist,Low,2.0,Cat_3,A,49.0,1.0
467811,Male,Yes,Yes,Lawyer,Low,1.0,Cat_6,D,72.0,1.0
464333,Male,Yes,Yes,Executive,High,3.0,Cat_6,B,60.0,0.0
466978,Male,No,Yes,Artist,Low,1.0,Cat_6,C,48.0,4.0
461705,Female,No,No,Healthcare,Low,4.0,Cat_6,D,32.0,1.0
461161,Male,No,Yes,Entertainment,Low,2.0,Cat_3,A,48.0,1.0
467860,Female,No,Yes,Entertainment,Low,1.0,Cat_7,B,33.0,0.0
462409,Female,Yes,No,Engineer,Low,2.0,Cat_6,A,26.0,7.0
461093,Female,Yes,Yes,Artist,Average,4.0,Cat_3,C,38.0,1.0
466350,Female,Yes,Yes,Artist,Low,1.0,Cat_4,C,56.0,0.0
460512,Female,Yes,Yes,Engineer,High,4.0,Cat_3,A,43.0,0.0
462320,Female,Yes,Yes,Artist,Average,2.0,Cat_2,C,51.0,0.0
465355,Female,Yes,Yes,Artist,Average,2.0,Cat_6,C,47.0,7.0
462877,Male,No,Yes,Artist,Low,3.0,Cat_4,D,28.0,1.0
466259,Male,No,No,Healthcare,Low,2.0,Cat_6,D,20.0,1.0
462424,Female,Yes,No,Artist,Low,3.0,Cat_6,C,38.0,0.0
459028,Male,Yes,Yes,Executive,High,3.0,Cat_6,C,57.0,1.0
463708,Female,Yes,No,Engineer,Average,2.0,Cat_4,A,28.0,1.0
461405,Male,No,Yes,Artist,Low,1.0,Cat_6,B,39.0,1.0
466656,Male,Yes,Yes,Other,High,2.0,Cat_6,C,89.0,1.0
464409,Female,Yes,Yes,Lawyer,Average,2.0,Cat_6,A,81.0,0.0
463754,Male,No,Yes,Entertainment,Low,4.0,Cat_2,D,33.0,1.0
464628,Male,Yes,Yes,Artist,Average,2.0,Cat_3,A,32.0,5.0
466754,Female,Yes,Yes,Artist,Average,3.0,Cat_6,B,41.0,1.0
465023,Male,Yes,Yes,Artist,Average,2.0,Cat_2,C,43.0,9.0
466954,Female,Yes,No,Doctor,Average,2.0,Cat_6,C,68.0,8.0
460274,Female,Yes,Yes,Artist,Low,2.0,Cat_6,C,58.0,7.0
466507,Male,Yes,Yes,Entertainment,Average,5.0,Cat_6,B,51.0,1.0
462281,Male,Yes,Yes,Artist,Low,2.0,Cat_6,C,47.0,0.0
462930,Female,Yes,Yes,Other,Average,3.0,Cat_5,B,55.0,13.0
465125,Female,No,Yes,Artist,Low,1.0,Cat_6,A,39.0,9.0
464127,Female,No,Yes,Healthcare,Low,5.0,Cat_2,B,33.0,1.0
462164,Female,Yes,Yes,Artist,Low,1.0,Cat_6,B,62.0,9.0
463949,Male,Yes,No,Executive,High,4.0,Cat_7,B,51.0,0.0
460380,Male,No,Yes,Entertainment,Low,3.0,Cat_6,D,29.0,8.0
461324,Female,No,Yes,Artist,Low,1.0,Cat_6,C,48.0,4.0
463482,Male,No,No,Engineer,Low,7.0,Cat_4,C,41.0,9.0
465723,Male,No,Yes,Healthcare,Low,1.0,Cat_3,D,42.0,9.0
467948,Female,No,No,Healthcare,Low,3.0,Cat_6,D,20.0,0.0
464473,Female,Yes,Yes,Artist,Average,4.0,Cat_6,C,60.0,0.0
467325,Female,Yes,Yes,Lawyer,High,2.0,Cat_6,B,72.0,1.0
462017,Male,No,Yes,Entertainment,Low,1.0,Cat_2,A,25.0,9.0
463152,Female,Yes,Yes,Doctor,Average,4.0,Cat_6,C,57.0,1.0
462174,Female,Yes,Yes,Engineer,Average,4.0,Cat_4,D,40.0,8.0
461511,Male,Yes,No,Doctor,Low,2.0,Cat_6,B,35.0,9.0
464095,Female,Yes,Yes,Engineer,Low,2.0,Cat_6,A,31.0,1.0
460096,Female,Yes,No,Lawyer,Low,1.0,Cat_5,A,78.0,1.0
462129,Female,No,Yes,Artist,Low,1.0,Cat_6,B,41.0,9.0
464111,Male,Yes,Yes,Artist,Average,3.0,Cat_2,D,57.0,0.0
463699,Female,Yes,Yes,Other,Low,3.0,Cat_6,B,41.0,9.0
466307,Male,Yes,Yes,Artist,Low,2.0,Cat_6,C,49.0,1.0
459980,Male,No,No,Engineer,Low,2.0,Cat_6,A,40.0,1.0
467115,Male,Yes,Yes,Lawyer,Low,2.0,Cat_6,B,89.0,0.0
464261,Male,Yes,Yes,Executive,High,2.0,Cat_6,C,61.0,0.0
462098,Female,Yes,No,Entertainment,Average,3.0,Cat_6,B,38.0,3.0
460002,Female,Yes,Yes,Doctor,Average,3.0,Cat_2,D,58.0,5.0
467322,Female,Yes,Yes,Artist,Average,2.0,Cat_1,C,46.0,0.0
463584,Female,No,No,Engineer,Low,3.0,Cat_6,D,22.0,4.0
466633,Male,Yes,Yes,Entertainment,Average,2.0,Cat_6,C,39.0,6.0
460966,Female,Yes,Yes,Engineer,Average,4.0,Cat_6,B,58.0,1.0
461084,Female,Yes,Yes,Artist,Average,2.0,Cat_6,B,38.0,8.0
461165,Male,Yes,No,Artist,Average,2.0,Cat_3,A,28.0,1.0
461454,Female,Yes,Yes,Artist,High,4.0,Cat_7,B,35.0,7.0
459284,Female,Yes,Yes,Lawyer,High,2.0,Cat_6,C,70.0,1.0
461116,Male,Yes,No,Executive,High,4.0,Cat_3,D,30.0,4.0
461377,Female,Yes,Yes,Artist,Low,1.0,Cat_6,B,57.0,2.0
462362,Male,Yes,Yes,Entertainment,Average,4.0,Cat_6,B,63.0,0.0
462217,Female,No,Yes,Executive,Low,1.0,Cat_4,B,42.0,8.0
464325,Male,Yes,Yes,Healthcare,High,3.0,Cat_6,B,27.0,4.0
460063,Female,No,Yes,Artist,Low,1.0,Cat_3,A,43.0,1.0
460727,Male,Yes,No,Executive,High,4.0,Cat_3,B,69.0,0.0
463317,Male,Yes,Yes,Other,Low,1.0,Cat_6,A,72.0,0.0
459320,Male,Yes,Yes,Executive,Low,3.0,Cat_6,D,26.0,0.0
464457,Female,No,Yes,Artist,Low,1.0,Cat_6,B,53.0,9.0
463702,Male,Yes,Yes,Artist,Average,4.0,Cat_6,B,49.0,1.0
463890,Female,No,No,Artist,Low,5.0,Cat_1,A,28.0,1.0
467420,Male,Yes,Yes,Executive,High,4.0,Cat_6,C,52.0,1.0
466871,Male,Yes,Yes,Executive,High,4.0,Cat_6,B,43.0,4.0
466878,Male,Yes,No,Artist,High,5.0,Cat_6,A,38.0,8.0
462660,Female,Yes,No,Other,Average,2.0,Cat_6,A,27.0,9.0
466691,Male,No,No,Healthcare,Low,4.0,Cat_2,D,18.0,5.0
463182,Male,Yes,Yes,Entertainment,Low,3.0,Cat_6,B,59.0,1.0
463321,Male,No,No,Healthcare,Low,3.0,Cat_1,D,22.0,1.0
462532,Male,No,Yes,Doctor,Low,4.0,Cat_2,D,32.0,0.0
464588,Female,Yes,Yes,Artist,Low,2.0,Cat_6,B,35.0,0.0
467436,Male,Yes,Yes,Artist,Average,4.0,Cat_6,C,51.0,5.0
465260,Female,No,No,Healthcare,Low,6.0,Cat_6,D,22.0,8.0
467566,Male,Yes,No,Executive,High,3.0,Cat_6,B,49.0,4.0
462895,Male,No,No,Entertainment,Low,3.0,Cat_7,D,32.0,1.0
459460,Male,No,No,Lawyer,Low,1.0,Cat_1,D,55.0,1.0
463168,Female,Yes,Yes,Doctor,Average,2.0,Cat_6,C,36.0,7.0
466853,Male,No,Yes,Healthcare,Low,3.0,Cat_6,B,32.0,1.0
464840,Male,No,No,Healthcare,Low,4.0,Cat_4,D,18.0,0.0
460135,Female,No,Yes,Healthcare,Low,3.0,Cat_6,B,31.0,4.0
464814,Male,Yes,Yes,Artist,High,7.0,Cat_4,D,53.0,0.0
464856,Female,No,Yes,Engineer,Low,3.0,Cat_4,A,42.0,8.0
462940,Male,No,No,Lawyer,Low,2.0,Cat_6,A,75.0,0.0
463083,Male,No,Yes,Artist,Low,3.0,Cat_6,D,30.0,7.0
461283,Male,No,No,Healthcare,Low,4.0,Cat_6,D,19.0,1.0
466181,Male,Yes,Yes,Entertainment,Low,2.0,Cat_3,C,46.0,1.0
462465,Male,Yes,Yes,Engineer,Low,2.0,Cat_6,B,51.0,1.0
464780,Female,No,No,Engineer,Low,9.0,Cat_4,D,32.0,1.0
465385,Female,No,Yes,Artist,Low,1.0,Cat_2,B,46.0,5.0
464270,Female,No,Yes,Artist,Low,1.0,Cat_6,A,45.0,3.0
467807,Male,Yes,Yes,Executive,Average,3.0,Cat_6,B,50.0,1.0
466118,Female,Yes,No,Engineer,Low,3.0,Cat_4,A,36.0,1.0
460068,Female,No,Yes,Artist,Low,1.0,Cat_6,B,40.0,8.0
467444,Female,Yes,Yes,Artist,Low,2.0,Cat_6,D,40.0,4.0
460937,Male,Yes,No,Artist,High,9.0,Cat_4,B,43.0,1.0
459550,Male,No,No,Healthcare,Low,5.0,Cat_4,D,19.0,8.0
461539,Male,Yes,No,Entertainment,Average,2.0,Cat_2,A,42.0,6.0
464228,Male,No,Yes,Healthcare,Low,1.0,Cat_2,D,29.0,1.0
461593,Female,Yes,Yes,Doctor,Average,2.0,Cat_6,C,37.0,9.0
461949,Female,No,No,Artist,Low,1.0,Cat_6,A,38.0,14.0
466171,Female,Yes,Yes,Lawyer,Low,1.0,Cat_3,A,79.0,0.0
462682,Male,No,No,Entertainment,Low,7.0,Cat_6,D,25.0,2.0
463384,Female,No,No,Other,Low,5.0,Cat_3,D,29.0,1.0
460584,Female,No,Yes,Other,Low,1.0,Cat_3,A,33.0,1.0
467502,Female,No,No,Healthcare,Low,6.0,Cat_7,D,26.0,3.0
459433,Male,No,No,Doctor,Low,4.0,Cat_6,D,26.0,1.0
467452,Female,Yes,Yes,Artist,Average,2.0,Cat_6,C,38.0,9.0
462121,Female,No,Yes,Artist,Low,3.0,Cat_6,C,60.0,1.0
464890,Female,No,No,Engineer,Low,7.0,Cat_4,A,33.0,0.0
461172,Female,Yes,Yes,Lawyer,Low,1.0,Cat_3,A,71.0,1.0
460855,Male,Yes,Yes,Artist,Low,2.0,Cat_6,A,45.0,4.0
461268,Female,Yes,Yes,Artist,Average,2.0,Cat_4,B,60.0,0.0
465731,Female,Yes,Yes,Artist,Average,2.0,Cat_4,A,31.0,0.0
462861,Female,No,Yes,Healthcare,Low,1.0,Cat_6,D,26.0,8.0
458989,Female,Yes,Yes,Engineer,Low,1.0,Cat_6,B,42.0,1.0
463527,Female,No,No,Artist,Low,1.0,Cat_6,A,35.0,13.0
463293,Female,No,No,Healthcare,Low,3.0,Cat_6,D,20.0,1.0
465166,Male,No,Yes,Healthcare,Low,5.0,Cat_4,D,25.0,4.0
460194,Female,No,No,Entertainment,Low,2.0,Cat_2,D,23.0,0.0
462711,Male,Yes,Yes,Artist,Average,5.0,Cat_6,C,53.0,0.0
466932,Female,No,Yes,Doctor,Low,2.0,Cat_6,D,49.0,4.0
467769,Female,No,Yes,Doctor,Low,1.0,Cat_3,B,35.0,1.0
461898,Male,Yes,Yes,Executive,High,3.0,Cat_6,C,60.0,5.0
460840,Male,Yes,Yes,Lawyer,Low,1.0,Cat_6,A,86.0,0.0
466607,Male,No,No,Other,Low,2.0,Cat_3,D,18.0,2.0
462939,Male,Yes,Yes,Doctor,High,4.0,Cat_7,A,38.0,0.0
465698,Male,No,Yes,Artist,Low,2.0,Cat_3,A,39.0,8.0
461240,Female,No,No,Other,Low,1.0,Cat_6,D,45.0,1.0
461357,Male,No,Yes,Healthcare,Low,4.0,Cat_6,D,28.0,0.0
459512,Male,Yes,Yes,Lawyer,High,2.0,Cat_6,B,65.0,0.0
467775,Female,No,Yes,Artist,Low,1.0,Cat_7,C,41.0,0.0
462871,Male,Yes,No,Entertainment,Average,3.0,Cat_6,B,48.0,1.0
464454,Female,Yes,Yes,Engineer,High,4.0,Cat_6,C,52.0,7.0
459879,Female,No,Yes,Healthcare,Low,1.0,Cat_6,D,26.0,3.0
459074,Female,No,Yes,Healthcare,Low,4.0,Cat_4,C,30.0,0.0
462539,Female,Yes,No,Lawyer,Low,1.0,Cat_6,A,77.0,1.0
460133,Female,No,No,Artist,Low,1.0,Cat_6,A,37.0,4.0
461780,Female,No,Yes,Lawyer,Low,5.0,Cat_6,A,65.0,0.0
466945,Male,Yes,Yes,Artist,Average,2.0,Cat_6,C,61.0,0.0
463922,Female,No,No,Healthcare,Low,5.0,Cat_1,C,32.0,2.0
466328,Male,Yes,Yes,Artist,Low,3.0,Cat_3,C,49.0,0.0
466195,Male,No,No,Healthcare,Low,4.0,Cat_6,D,19.0,1.0
462300,Male,Yes,Yes,Artist,Average,3.0,Cat_6,C,50.0,1.0
460412,Female,No,No,Healthcare,Low,5.0,Cat_2,D,31.0,0.0
467823,Male,Yes,Yes,Doctor,Average,2.0,Cat_6,C,45.0,6.0
467726,Male,Yes,Yes,Lawyer,High,2.0,Cat_6,C,82.0,0.0
460134,Male,Yes,Yes,Entertainment,High,3.0,Cat_6,D,39.0,9.0
463237,Male,No,No,Healthcare,Low,5.0,Cat_6,D,20.0,1.0
466770,Female,Yes,Yes,Lawyer,Low,5.0,Cat_6,C,85.0,0.0
464198,Male,Yes,Yes,Entertainment,Low,2.0,Cat_6,A,49.0,1.0
459344,Female,Yes,Yes,Artist,High,2.0,Cat_6,C,76.0,1.0
464152,Male,Yes,Yes,Artist,High,4.0,Cat_6,B,37.0,0.0
464104,Male,Yes,No,Artist,Average,3.0,Cat_6,C,62.0,0.0
461034,Female,No,No,Other,Low,6.0,Cat_3,D,23.0,2.0
460755,Male,No,Yes,Artist,Low,1.0,Cat_6,D,33.0,0.0
465019,Male,Yes,Yes,Artist,Low,3.0,Cat_6,A,53.0,0.0
462902,Male,Yes,No,Executive,Average,3.0,Cat_1,C,46.0,3.0
460060,Male,Yes,No,Engineer,Average,2.0,Cat_4,A,28.0,6.0
465739,Female,No,No,Lawyer,Low,2.0,Cat_6,A,87.0,1.0
461695,Female,Yes,Yes,Artist,Average,2.0,Cat_6,A,45.0,3.0
466297,Female,No,No,Healthcare,Low,4.0,Cat_4,D,21.0,1.0
465544,Female,No,Yes,Artist,Low,1.0,Cat_3,A,51.0,0.0
466207,Female,Yes,Yes,Doctor,Average,4.0,Cat_2,C,37.0,9.0
462397,Male,Yes,Yes,Artist,Average,4.0,Cat_6,C,49.0,1.0
460014,Female,No,No,Entertainment,Low,3.0,Cat_6,D,66.0,2.0
460202,Male,Yes,Yes,Entertainment,Low,2.0,Cat_6,D,42.0,1.0
459834,Male,Yes,No,Doctor,Average,3.0,Cat_6,B,45.0,1.0
464011,Male,No,Yes,Healthcare,Low,4.0,Cat_6,D,32.0,4.0
460048,Male,No,Yes,Doctor,Low,1.0,Cat_6,B,47.0,1.0
464546,Female,Yes,Yes,Engineer,Low,3.0,Cat_6,A,38.0,8.0
459687,Male,Yes,No,Executive,High,4.0,Cat_6,B,50.0,1.0
467737,Female,Yes,Yes,Entertainment,Average,2.0,Cat_6,A,51.0,7.0
463936,Male,Yes,No,Entertainment,Average,2.0,Cat_6,B,32.0,1.0
467784,Female,Yes,Yes,Artist,Low,1.0,Cat_7,C,45.0,9.0
467067,Female,No,No,Healthcare,Low,4.0,Cat_6,C,32.0,0.0
465661,Male,No,Yes,Entertainment,Low,1.0,Cat_6,C,59.0,1.0
459616,Female,No,No,Healthcare,Low,4.0,Cat_1,D,21.0,1.0
463745,Male,Yes,Yes,Artist,Average,3.0,Cat_3,A,62.0,1.0
466706,Male,Yes,Yes,Lawyer,Low,2.0,Cat_6,C,67.0,0.0
467816,Female,No,Yes,Artist,Low,1.0,Cat_6,C,73.0,0.0
466418,Male,Yes,No,Lawyer,Low,1.0,Cat_4,D,85.0,0.0
467882,Female,No,Yes,Artist,Low,1.0,Cat_6,B,40.0,0.0
463914,Female,Yes,No,Artist,Low,2.0,Cat_6,A,27.0,4.0
465498,Male,Yes,Yes,Engineer,Average,2.0,Cat_2,A,41.0,9.0
461070,Male,Yes,Yes,Doctor,Low,3.0,Cat_3,D,46.0,0.0
461171,Male,Yes,Yes,Artist,Average,3.0,Cat_3,A,41.0,2.0
467403,Female,Yes,Yes,Artist,Average,3.0,Cat_4,B,38.0,7.0
464382,Female,Yes,Yes,Artist,Average,4.0,Cat_6,C,55.0,1.0
465449,Female,No,Yes,Artist,Low,2.0,Cat_6,B,43.0,9.0
465190,Female,Yes,Yes,Artist,High,4.0,Cat_6,C,48.0,1.0
467310,Female,Yes,Yes,Lawyer,High,3.0,Cat_6,B,88.0,0.0
463131,Male,Yes,No,Entertainment,High,2.0,Cat_6,A,66.0,1.0
467301,Female,Yes,No,Lawyer,Low,2.0,Cat_6,B,73.0,1.0
466202,Male,Yes,Yes,Artist,Average,2.0,Cat_6,C,49.0,9.0
459945,Male,Yes,Yes,Artist,Low,2.0,Cat_6,C,48.0,0.0
465187,Female,Yes,No,Doctor,Average,4.0,Cat_4,C,39.0,0.0
460253,Male,Yes,Yes,Artist,Average,2.0,Cat_6,B,52.0,4.0
463216,Male,No,Yes,Artist,Low,1.0,Cat_6,A,30.0,8.0
465615,Male,Yes,Yes,Artist,Average,2.0,Cat_6,C,61.0,3.0
462055,Male,No,Yes,Healthcare,Low,7.0,Cat_4,A,33.0,0.0
465234,Male,Yes,Yes,Artist,Low,1.0,Cat_6,C,68.0,0.0
460720,Female,Yes,Yes,Artist,Average,2.0,Cat_6,B,48.0,1.0
467582,Male,Yes,Yes,Executive,High,3.0,Cat_2,B,39.0,0.0
466046,Female,Yes,No,Entertainment,Average,2.0,Cat_4,A,36.0,1.0
467622,Male,Yes,Yes,Lawyer,High,2.0,Cat_6,C,76.0,1.0
462664,Male,Yes,No,Artist,Low,2.0,Cat_6,A,69.0,2.0
461731,Male,Yes,No,Entertainment,Low,1.0,Cat_6,B,79.0,0.0
459061,Female,Yes,Yes,Healthcare,High,3.0,Cat_6,A,39.0,9.0
462630,Male,No,No,Doctor,Low,6.0,Cat_4,D,32.0,4.0
462311,Male,Yes,Yes,Executive,High,9.0,Cat_6,B,56.0,0.0
461396,Male,No,No,Doctor,Low,5.0,Cat_6,B,23.0,0.0
464900,Male,Yes,No,Lawyer,Low,2.0,Cat_4,D,71.0,1.0
463445,Male,Yes,Yes,Artist,Average,3.0,Cat_6,A,48.0,0.0
463824,Female,Yes,No,Artist,Low,3.0,Cat_6,B,37.0,1.0
459451,Female,Yes,Yes,Artist,Low,2.0,Cat_6,C,46.0,0.0
459070,Female,Yes,No,Lawyer,Low,1.0,Cat_6,A,66.0,0.0
463674,Female,No,Yes,Engineer,Low,7.0,Cat_4,C,25.0,0.0
460119,Male,No,Yes,Healthcare,Low,4.0,Cat_6,D,26.0,0.0
465227,Male,No,No,Healthcare,Low,3.0,Cat_6,D,23.0,6.0
462612,Female,Yes,No,Doctor,High,6.0,Cat_4,B,32.0,4.0
467610,Female,Yes,Yes,Lawyer,Low,1.0,Cat_6,B,84.0,2.0
465159,Male,Yes,No,Entertainment,Low,1.0,Cat_6,A,57.0,0.0
465956,Male,Yes,Yes,Entertainment,Average,4.0,Cat_6,A,39.0,4.0
462422,Male,Yes,Yes,Lawyer,Low,2.0,Cat_6,A,71.0,1.0
466266,Male,Yes,Yes,Artist,Low,3.0,Cat_3,C,48.0,1.0
464573,Female,Yes,Yes,Artist,Average,3.0,Cat_6,B,39.0,7.0
463306,Female,Yes,Yes,Engineer,High,4.0,Cat_3,B,60.0,1.0
462065,Female,No,Yes,Other,Low,1.0,Cat_6,D,43.0,14.0
463456,Male,Yes,No,Entertainment,High,3.0,Cat_6,B,46.0,1.0
459779,Female,Yes,Yes,Entertainment,Low,1.0,Cat_6,A,62.0,1.0
466663,Male,No,Yes,Doctor,Low,1.0,Cat_3,A,57.0,0.0
464504,Male,No,Yes,Healthcare,Low,4.0,Cat_6,D,29.0,0.0
